nm, %T
989.000000, 84.491516
988.000000, 84.489846
987.000000, 84.489652
986.000000, 84.460873
985.000000, 84.460772
984.000000, 84.450086
983.000000, 84.425693
982.000000, 84.448617
981.000000, 84.399013
980.000000, 84.379893
979.000000, 84.384019
978.000000, 84.375057
977.000000, 84.367650
976.000000, 84.327051
975.000000, 84.310750
974.000000, 84.301581
973.000000, 84.297967
972.000000, 84.244909
971.000000, 84.203032
970.000000, 84.229047
969.000000, 84.211052
968.000000, 84.129861
967.000000, 84.114983
966.000000, 84.098713
965.000000, 84.084856
964.000000, 84.000751
963.000000, 84.004587
962.000000, 83.951933
961.000000, 83.936349
960.000000, 83.866076
959.000000, 83.844054
958.000000, 83.831140
957.000000, 83.753801
956.000000, 83.726162
955.000000, 83.670503
954.000000, 83.638506
953.000000, 83.605530
952.000000, 83.504667
951.000000, 83.465969
950.000000, 83.422390
949.000000, 83.396023
948.000000, 83.322743
947.000000, 83.249562
946.000000, 83.214625
945.000000, 83.161394
944.000000, 83.105451
943.000000, 83.061665
942.000000, 82.996117
941.000000, 82.922259
940.000000, 82.870703
939.000000, 82.799001
938.000000, 82.728495
937.000000, 82.634391
936.000000, 82.582502
935.000000, 82.537868
934.000000, 82.437555
933.000000, 82.384167
932.000000, 82.320137
931.000000, 82.231729
930.000000, 82.147701
929.000000, 82.089484
928.000000, 82.011833
927.000000, 81.896383
926.000000, 81.850883
925.000000, 81.776848
924.000000, 81.700572
923.000000, 81.586871
922.000000, 81.516166
921.000000, 81.415070
920.000000, 81.346857
919.000000, 81.253287
918.000000, 81.171945
917.000000, 81.060263
916.000000, 80.973985
915.000000, 80.884160
914.000000, 80.798541
913.000000, 80.711131
912.000000, 80.600287
911.000000, 80.533408
910.000000, 80.431046
909.000000, 80.336032
908.000000, 80.243904
907.000000, 80.153747
906.000000, 80.058643
905.000000, 79.949963
904.000000, 79.853209
903.000000, 79.748589
902.000000, 79.640142
901.000000, 79.536226
900.000000, 79.429957
899.000000, 79.319458
898.000000, 79.208200
897.000000, 79.099429
896.000000, 79.001837
895.000000, 78.892629
894.000000, 78.781840
893.000000, 78.679455
892.000000, 78.564018
891.000000, 78.448791
890.000000, 78.336895
889.000000, 78.221519
888.000000, 78.107657
887.000000, 77.992176
886.000000, 77.877411
885.000000, 77.750631
884.000000, 77.634348
883.000000, 77.506494
882.000000, 77.380877
881.000000, 77.280893
880.000000, 77.153329
879.000000, 77.045601
878.000000, 76.929115
877.000000, 76.795597
876.000000, 76.665815
875.000000, 76.518074
874.000000, 76.391259
873.000000, 76.267638
872.000000, 76.139955
871.000000, 76.010849
870.000000, 75.874329
869.000000, 75.739069
868.000000, 75.612164
867.000000, 75.488976
866.000000, 75.356332
865.000000, 75.216860
864.000000, 75.068727
863.000000, 74.927318
862.000000, 74.794196
861.000000, 74.651633
860.000000, 74.980130
859.000000, 74.960730
858.000000, 74.321861
857.000000, 74.034281
856.000000, 73.808411
855.000000, 73.695030
854.000000, 73.720303
853.000000, 73.666769
852.000000, 73.411555
851.000000, 73.535117
850.000000, 73.272654
849.000000, 72.646720
848.000000, 72.533826
847.000000, 72.617924
846.000000, 72.526666
845.000000, 72.351223
844.000000, 72.253281
843.000000, 72.037271
842.000000, 71.871681
841.000000, 71.535257
840.000000, 71.465635
839.000000, 71.750743
838.000000, 71.375179
837.000000, 71.077431
836.000000, 71.140496
835.000000, 71.030711
834.000000, 70.887534
833.000000, 70.399476
832.000000, 70.314824
831.000000, 70.452611
830.000000, 70.306136
829.000000, 70.231338
828.000000, 70.122370
827.000000, 70.038075
826.000000, 69.683696
825.000000, 69.423801
824.000000, 69.478364
823.000000, 69.447509
822.000000, 69.336576
821.000000, 69.104753
820.000000, 68.989309
819.000000, 69.046820
818.000000, 68.875256
817.000000, 68.619913
816.000000, 68.299406
815.000000, 68.139324
814.000000, 68.000437
813.000000, 67.836672
812.000000, 67.729038
811.000000, 67.603050
810.000000, 67.434417
809.000000, 67.464193
808.000000, 67.257205
807.000000, 67.175515
806.000000, 67.200460
805.000000, 67.123137
804.000000, 66.922722
803.000000, 66.682518
802.000000, 66.620545
801.000000, 66.536102
800.000000, 66.400516
799.000000, 66.293564
798.000000, 66.092651
797.000000, 66.093320
796.000000, 65.951873
795.000000, 65.898528
794.000000, 65.709237
793.000000, 65.550185
792.000000, 65.506977
791.000000, 65.489468
790.000000, 65.358893
789.000000, 65.226800
788.000000, 65.228307
787.000000, 65.033711
786.000000, 64.997152
785.000000, 64.900797
784.000000, 64.795613
783.000000, 64.755430
782.000000, 64.634856
781.000000, 64.515067
780.000000, 64.413974
779.000000, 64.281555
778.000000, 64.221562
777.000000, 64.119908
776.000000, 64.101895
775.000000, 63.928705
774.000000, 63.793552
773.000000, 63.836961
772.000000, 63.811323
771.000000, 63.794891
770.000000, 63.724458
769.000000, 63.501245
768.000000, 63.359815
767.000000, 63.450655
766.000000, 63.525743
765.000000, 63.420340
764.000000, 63.269869
763.000000, 63.191930
762.000000, 63.207200
761.000000, 63.104643
760.000000, 63.196828
759.000000, 63.036132
758.000000, 63.114066
757.000000, 62.942358
756.000000, 62.813380
755.000000, 62.809562
754.000000, 62.918876
753.000000, 62.828298
752.000000, 62.795500
751.000000, 62.725202
750.000000, 62.770146
749.000000, 62.656870
748.000000, 62.772075
747.000000, 62.789535
746.000000, 62.660342
745.000000, 62.621986
744.000000, 62.588259
743.000000, 62.521164
742.000000, 62.612500
741.000000, 62.699445
740.000000, 62.494822
739.000000, 62.594487
738.000000, 62.615645
737.000000, 62.605960
736.000000, 62.657674
735.000000, 62.702665
734.000000, 62.546731
733.000000, 62.681497
732.000000, 62.754092
731.000000, 62.828799
730.000000, 62.696810
729.000000, 62.717812
728.000000, 62.718962
727.000000, 62.722413
726.000000, 62.873615
725.000000, 62.735598
724.000000, 62.989590
723.000000, 62.984996
722.000000, 62.908911
721.000000, 63.031585
720.000000, 63.063744
719.000000, 63.059157
718.000000, 63.150447
717.000000, 63.102442
716.000000, 63.170519
715.000000, 63.226312
714.000000, 63.405486
713.000000, 63.436006
712.000000, 63.422249
711.000000, 63.467254
710.000000, 63.544981
709.000000, 63.628517
708.000000, 63.678315
707.000000, 63.738145
706.000000, 63.827076
705.000000, 63.979878
704.000000, 64.047735
703.000000, 64.059548
702.000000, 64.165851
701.000000, 64.276829
700.000000, 64.325522
699.000000, 64.472590
698.000000, 64.463053
697.000000, 64.606143
696.000000, 64.758118
695.000000, 64.726735
694.000000, 64.988201
693.000000, 64.943562
692.000000, 65.095972
691.000000, 65.224338
690.000000, 65.292025
689.000000, 65.400888
688.000000, 65.492873
687.000000, 65.513436
686.000000, 65.692109
685.000000, 65.811531
684.000000, 65.907690
683.000000, 65.935235
682.000000, 66.038878
681.000000, 66.249917
680.000000, 66.297538
679.000000, 66.527550
678.000000, 66.565290
677.000000, 66.665523
676.000000, 66.737102
675.000000, 66.891491
674.000000, 66.999439
673.000000, 67.168102
672.000000, 67.220137
671.000000, 67.427174
670.000000, 67.495709
669.000000, 67.588442
668.000000, 67.702148
667.000000, 67.838006
666.000000, 67.915356
665.000000, 67.980069
664.000000, 68.217156
663.000000, 68.371263
662.000000, 68.412528
661.000000, 68.504232
660.000000, 68.673537
659.000000, 68.778047
658.000000, 68.899331
657.000000, 69.007727
656.000000, 69.114525
655.000000, 69.186114
654.000000, 69.373368
653.000000, 69.416745
652.000000, 69.546412
651.000000, 69.623112
650.000000, 69.684424
649.000000, 69.845202
648.000000, 69.923752
647.000000, 70.060894
646.000000, 70.098808
645.000000, 70.208006
644.000000, 70.325448
643.000000, 70.326740
642.000000, 70.443013
641.000000, 70.550380
640.000000, 70.581415
639.000000, 70.715663
638.000000, 70.751328
637.000000, 70.765028
636.000000, 70.918210
635.000000, 70.956548
634.000000, 70.992161
633.000000, 71.029087
632.000000, 71.033083
631.000000, 71.077611
630.000000, 71.085190
629.000000, 71.113258
628.000000, 71.137892
627.000000, 71.164674
626.000000, 71.115900
625.000000, 71.152900
624.000000, 71.183615
623.000000, 71.140568
622.000000, 71.162221
621.000000, 71.069807
620.000000, 71.060505
619.000000, 71.052777
618.000000, 70.955089
617.000000, 70.951345
616.000000, 70.884980
615.000000, 70.838406
614.000000, 70.768212
613.000000, 70.749861
612.000000, 70.644535
611.000000, 70.553429
610.000000, 70.460571
609.000000, 70.365543
608.000000, 70.324863
607.000000, 70.219123
606.000000, 70.059210
605.000000, 69.949581
604.000000, 69.847801
603.000000, 69.690407
602.000000, 69.534717
601.000000, 69.440503
600.000000, 69.291156
599.000000, 69.097198
598.000000, 68.938736
597.000000, 68.778697
596.000000, 68.620081
595.000000, 68.442860
594.000000, 68.298188
593.000000, 68.151725
592.000000, 67.949271
591.000000, 67.757227
590.000000, 67.629203
589.000000, 67.356411
588.000000, 67.130358
587.000000, 66.958493
586.000000, 66.774650
585.000000, 66.535693
584.000000, 66.328126
583.000000, 66.160321
582.000000, 65.951877
581.000000, 65.709822
580.000000, 65.488051
579.000000, 65.294563
578.000000, 65.075851
577.000000, 64.845128
576.000000, 64.604417
575.000000, 64.435541
574.000000, 64.220514
573.000000, 64.003926
572.000000, 63.780391
571.000000, 63.553034
570.000000, 63.329304
569.000000, 63.111680
568.000000, 62.924097
567.000000, 62.736016
566.000000, 62.477577
565.000000, 62.260030
564.000000, 62.063710
563.000000, 61.846481
562.000000, 61.647007
561.000000, 61.459602
560.000000, 61.253264
559.000000, 61.036237
558.000000, 60.822019
557.000000, 60.640463
556.000000, 60.445807
555.000000, 60.262194
554.000000, 60.100150
553.000000, 59.918630
552.000000, 59.723354
551.000000, 59.546330
550.000000, 59.391022
549.000000, 59.204937
548.000000, 59.045508
547.000000, 58.901201
546.000000, 58.737369
545.000000, 58.601109
544.000000, 58.457746
543.000000, 58.309570
542.000000, 58.158073
541.000000, 58.008549
540.000000, 57.890223
539.000000, 57.761589
538.000000, 57.659113
537.000000, 57.528191
536.000000, 57.418411
535.000000, 57.320696
534.000000, 57.227653
533.000000, 57.155102
532.000000, 57.049696
531.000000, 56.955115
530.000000, 56.867910
529.000000, 56.790073
528.000000, 56.708930
527.000000, 56.638719
526.000000, 56.610839
525.000000, 56.566879
524.000000, 56.499342
523.000000, 56.458482
522.000000, 56.410358
521.000000, 56.384221
520.000000, 56.361506
519.000000, 56.328894
518.000000, 56.322585
517.000000, 56.319181
516.000000, 56.312903
515.000000, 56.310630
514.000000, 56.317904
513.000000, 56.322947
512.000000, 56.333099
511.000000, 56.353265
510.000000, 56.370005
509.000000, 56.388178
508.000000, 56.413986
507.000000, 56.471950
506.000000, 56.529007
505.000000, 56.569962
504.000000, 56.614174
503.000000, 56.684295
502.000000, 56.735959
501.000000, 56.809082
500.000000, 56.866081
499.000000, 56.921619
498.000000, 56.968603
497.000000, 57.021640
496.000000, 57.083495
495.000000, 57.141139
494.000000, 57.170455
493.000000, 57.200824
492.000000, 57.276031
491.000000, 57.268124
490.000000, 57.303962
489.000000, 57.361034
488.000000, 57.377289
487.000000, 57.392898
486.000000, 57.373680
485.000000, 57.401462
484.000000, 57.398765
483.000000, 57.346700
482.000000, 57.296711
481.000000, 57.269897
480.000000, 57.251588
479.000000, 57.211807
478.000000, 57.182304
477.000000, 57.143603
476.000000, 57.101695
475.000000, 57.037991
474.000000, 56.944189
473.000000, 56.861083
472.000000, 56.747860
471.000000, 56.668127
470.000000, 56.542107
469.000000, 56.424988
468.000000, 56.291462
467.000000, 56.170464
466.000000, 56.046376
465.000000, 55.900973
464.000000, 55.756986
463.000000, 55.608802
462.000000, 55.462095
461.000000, 55.297644
460.000000, 55.156908
459.000000, 54.989662
458.000000, 54.810087
457.000000, 54.635887
456.000000, 54.474115
455.000000, 54.277253
454.000000, 54.119147
453.000000, 53.955821
452.000000, 53.780714
451.000000, 53.626827
450.000000, 53.444154
449.000000, 53.268208
448.000000, 53.181587
447.000000, 53.017705
446.000000, 52.852963
445.000000, 52.705421
444.000000, 52.593470
443.000000, 52.499622
442.000000, 52.367237
441.000000, 52.276569
440.000000, 52.174207
439.000000, 52.094066
438.000000, 51.987999
437.000000, 51.924611
436.000000, 51.880803
435.000000, 51.828863
434.000000, 51.788472
433.000000, 51.742518
432.000000, 51.713808
431.000000, 51.683853
430.000000, 51.687587
429.000000, 51.652203
428.000000, 51.648127
427.000000, 51.671121
426.000000, 51.622087
425.000000, 51.608804
424.000000, 51.635007
423.000000, 51.619858
422.000000, 51.630465
421.000000, 51.625705
420.000000, 51.670754
419.000000, 51.658688
418.000000, 51.643065
417.000000, 51.622698
416.000000, 51.537164
415.000000, 51.492851
414.000000, 51.506434
413.000000, 51.411942
412.000000, 51.292805
411.000000, 51.195077
410.000000, 51.051390
409.000000, 50.914709
408.000000, 50.733203
407.000000, 50.504192
406.000000, 50.302140
405.000000, 49.986116
404.000000, 49.713841
403.000000, 49.368287
402.000000, 48.960681
401.000000, 48.554418
400.000000, 48.067142
399.000000, 47.539592
398.000000, 46.977552
397.000000, 46.410022
396.000000, 45.770026
395.000000, 45.034498
394.000000, 44.363911
393.000000, 43.468293
392.000000, 42.744043
391.000000, 41.892866
390.000000, 41.041297
389.000000, 40.136375
388.000000, 39.334448
387.000000, 38.490731
386.000000, 37.616298
385.000000, 36.725368
384.000000, 35.903130
383.000000, 35.083064
382.000000, 34.273918
381.000000, 33.485992
380.000000, 32.649048
379.000000, 31.874459
378.000000, 30.989055
377.000000, 30.136825
376.000000, 29.281493
375.000000, 28.523021
374.000000, 27.654052
373.000000, 26.806024
372.000000, 25.976653
371.000000, 25.096535
370.000000, 24.229469
369.000000, 23.329396
368.000000, 22.489977
367.000000, 21.624141
366.000000, 20.775368
365.000000, 19.976518
364.000000, 19.215373
363.000000, 18.529474
362.000000, 17.833162
361.000000, 17.175587
360.000000, 16.567371
359.000000, 16.009130
358.000000, 15.495670
357.000000, 15.017355
356.000000, 14.571506
355.000000, 14.124450
354.000000, 13.749795
353.000000, 13.363146
352.000000, 13.029753
351.000000, 12.698259
350.000000, 12.404670
349.000000, 12.128999
348.000000, 11.841838
347.000000, 11.588031
346.000000, 11.353871
345.000000, 11.136054
344.000000, 10.919985
343.000000, 10.734543
342.000000, 10.562176
341.000000, 10.397734
340.000000, 10.234892
339.000000, 10.134005
338.000000, 9.983768
337.000000, 9.871262
336.000000, 9.789781
335.000000, 9.641650
334.000000, 9.588677
333.000000, 9.462843
332.000000, 9.409722
331.000000, 9.375383
330.000000, 9.348616
329.000000, 9.315160
328.000000, 9.278300
327.000000, 9.270123
326.000000, 9.237989
325.000000, 9.256822
324.000000, 9.204759
323.000000, 9.168340
322.000000, 9.182587
321.000000, 9.206879
320.000000, 9.231056
319.000000, 9.402100
318.000000, 10.655738
317.000000, 10.646951
316.000000, 10.632393
315.000000, 10.640892
314.000000, 10.620410
313.000000, 10.635498
312.000000, 10.680048
311.000000, 10.669505
310.000000, 10.624062
309.000000, 10.642214
308.000000, 10.686276
307.000000, 10.676269
306.000000, 10.646294
305.000000, 10.642055
304.000000, 10.723232
303.000000, 10.679432
302.000000, 10.682570
301.000000, 10.715153
300.000000, 10.711215
299.000000, 10.682956
298.000000, 10.660699
297.000000, 10.661304
296.000000, 10.695512
295.000000, 10.681085
294.000000, 10.732489
293.000000, 10.674131
292.000000, 10.671263
291.000000, 10.663860
290.000000, 10.713960
289.000000, 10.666801
288.000000, 10.631922
287.000000, 10.644615
286.000000, 10.673173
285.000000, 10.691063
284.000000, 10.670292
283.000000, 10.598465
282.000000, 10.654667
281.000000, 10.643330
280.000000, 10.620399
279.000000, 10.574581
278.000000, 10.613926
277.000000, 10.608760
276.000000, 10.627333
275.000000, 10.620788
274.000000, 10.614909
273.000000, 10.589792
272.000000, 10.582305
271.000000, 10.568649
270.000000, 10.563598
269.000000, 10.575125
268.000000, 10.579173
267.000000, 10.626863
266.000000, 10.569606
265.000000, 10.537169
264.000000, 10.529266
263.000000, 10.532147
262.000000, 10.553682
261.000000, 10.551506
260.000000, 10.526162
259.000000, 10.495860
258.000000, 10.495131
257.000000, 10.540916
256.000000, 10.604258
255.000000, 10.593382
254.000000, 10.581821
253.000000, 10.581079
252.000000, 10.598928
251.000000, 10.608265
250.000000, 10.647699
249.000000, 10.634559
248.000000, 10.598233
247.000000, 10.630792
246.000000, 10.637156
245.000000, 10.631390
244.000000, 10.703144
243.000000, 10.775361
242.000000, 10.758059
241.000000, 10.680868
240.000000, 10.718002
239.000000, 10.769144
238.000000, 10.752744
237.000000, 10.785399
236.000000, 10.831799
235.000000, 10.845734
234.000000, 10.854184
233.000000, 10.873932
232.000000, 10.929184
231.000000, 10.938988
230.000000, 10.943804
229.000000, 10.964222
228.000000, 10.915862
227.000000, 10.895223
226.000000, 10.903748
225.000000, 10.870280
224.000000, 10.849923
223.000000, 10.805172
222.000000, 10.734760
221.000000, 10.679921
220.000000, 10.571818
219.000000, 10.521381
218.000000, 10.491681
217.000000, 10.379421
216.000000, 10.256934
215.000000, 10.143306
214.000000, 10.054410
213.000000, 9.986094
212.000000, 9.842576
211.000000, 9.737071
210.000000, 9.574240
209.000000, 9.362534
208.000000, 9.307080
207.000000, 9.279267
206.000000, 9.236133
205.000000, 9.121461
204.000000, 9.070558
203.000000, 9.148482
202.000000, 9.196119
201.000000, 9.237581
200.000000, 9.318667
